#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  89
#! SET periodic_phi true
   -3.141592654   14.635158272  -49.789424328
   -3.070995066   11.351479419  -43.274478029
   -3.000397478    8.523858897  -36.891242189
   -2.929799890    6.135068179  -30.873515295
   -2.859202303    4.161514302  -25.142154757
   -2.788604715    2.591855532  -19.369666256
   -2.718007127    1.436813630  -13.359380491
   -2.647409540    0.710367869   -7.362309488
   -2.576811952    0.387141998   -2.044831773
   -2.506214364    0.392119063    1.783556005
   -2.435616776    0.606755583    3.914636989
   -2.365019189    0.928104925    4.969198887
   -2.294421601    1.316483659    6.031744115
   -2.223824013    1.801321207    7.577962077
   -2.153226425    2.401655444    9.162078947
   -2.082628838    3.072166483    9.376280310
   -2.012031250    3.677621853    7.187646121
   -1.941433662    4.048833957    2.846566974
   -1.870836075    4.070811037   -2.385026207
   -1.800238487    3.735844164   -7.074838055
   -1.729640899    3.121782130  -10.191231466
   -1.659043311    2.354598717  -11.480859985
   -1.588445724    1.551864911  -11.151720287
   -1.517848136    0.819870468   -9.536081549
   -1.447250548    0.256348670   -6.289281372
   -1.376652961    0.000000000   -0.714716817
   -1.306055373    0.227399207    7.325273902
   -1.235457785    1.080503461   16.745318109
   -1.164860197    2.582996328   25.309698519
   -1.094262610    4.601793779   31.216632852
   -1.023665022    6.933634147   34.310216191
   -0.953067434    9.423313593   35.944220938
   -0.882469847   12.024766656   37.687537457
   -0.811872259   14.770068880   39.969349524
   -0.741274671   17.681424947   42.234360027
   -0.670677083   20.722616401   43.533589218
   -0.600079496   23.805037256   43.355217761
   -0.529481908   26.816445205   41.526149267
   -0.458884320   29.647457940   38.227770140
   -0.388286732   32.201140199   33.722792745
   -0.317689145   34.399172816   28.221058332
   -0.247091557   36.177163951   21.899708508
   -0.176493969   37.482441538   14.888041629
   -0.105896382   38.277024927    7.366007169
   -0.035298794   38.531416809   -0.307549695
    0.035298794   38.244147405   -7.915535496
    0.105896382   37.430171545  -15.207320221
    0.176493969   36.114852584  -22.160884387
    0.247091557   34.318667991  -28.772316411
    0.317689145   32.068925569  -34.968149789
    0.388286732   29.414693552  -40.056932011
    0.458884320   26.465998755  -43.178636135
    0.529481908   23.383635337  -43.842254811
    0.600079496   20.328130170  -42.532116413
    0.670677083   17.406945651  -40.240632048
    0.741274671   14.668438347  -37.297268875
    0.811872259   12.176381308  -33.050071313
    0.882469847   10.063490427  -26.389380931
    0.953067434    8.519679909  -17.094646506
    1.023665022    7.700048848   -6.044916155
    1.094262610    7.681417988    5.398442565
    1.164860197    8.469276020   16.850190853
    1.235457785   10.079642831   28.777165024
    1.306055373   12.556853554   41.274672821
    1.376652961   15.910057000   53.371725367
    1.447250548   20.055059346   63.444205290
    1.517848136   24.812429425   70.682388807
    1.588445724   29.984122351   75.261642496
    1.659043311   35.399713235   77.612996229
    1.729640899   40.897383588   77.482759941
    1.800238487   46.278898013   74.170978927
    1.870836075   51.304244712   67.428056709
    1.941433662   55.741587439   57.674212147
    2.012031250   59.402676514   45.573238957
    2.082628838   62.140853533   31.508732372
    2.153226425   63.820721831   15.627402959
    2.223824013   64.321606726   -1.773385926
    2.294421601   63.565509012  -19.696005672
    2.365019189   61.576699345  -36.370854130
    2.435616776   58.513723957  -49.852290862
    2.506214364   54.652614099  -58.831318901
    2.576811952   50.312122231  -63.553042529
    2.647409540   45.748430212  -65.515035774
    2.718007127   41.091468353  -66.344426759
    2.788604715   36.387847056  -66.906166099
    2.859202303   31.662951389  -66.764080223
    2.929799890   26.999643449  -65.058449849
    3.000397478   22.525193228  -61.369171759
    3.070995066   18.374234381  -56.049678098
