#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  315
#! SET periodic_phi true
   -3.141592654   70.277975776   51.394342177
   -3.121646034   71.303847994   50.685386499
   -3.101699414   72.300337218   48.584106470
   -3.081752794   73.242332217   45.211129085
   -3.061806173   74.109229729   40.968807569
   -3.041859553   74.877561910   36.007645934
   -3.021912933   75.553893666   31.398894962
   -3.001966313   76.148142606   28.035149630
   -2.982019693   76.686405147   25.782648277
   -2.962073073   77.193312354   24.864295583
   -2.942126453   77.694697123   24.951965128
   -2.922179833   78.196025002   25.251603587
   -2.902233213   78.706789643   25.106195729
   -2.882286593   79.202297431   24.457414883
   -2.862339973   79.668942993   22.484922636
   -2.842393353   80.097702713   19.846062347
   -2.822446733   80.465959134   16.541426071
   -2.802500113   80.770241863   13.414892198
   -2.782553493   81.004518189   10.525949840
   -2.762606873   81.197136993    8.511865433
   -2.742660253   81.356616713    7.370053592
   -2.722713633   81.500703270    7.087610324
   -2.702767013   81.640927908    7.481948590
   -2.682820393   81.795326018    7.822356477
   -2.662873773   81.959709251    8.244522032
   -2.642927153   82.122674059    8.115766936
   -2.622980533   82.281969928    7.738466232
   -2.603033913   82.431962949    6.835928986
   -2.583087293   82.553234344    5.558924330
   -2.563140673   82.652433677    4.001589474
   -2.543194053   82.718092391    2.390371077
   -2.523247433   82.746981034    0.666813190
   -2.503300813   82.744300766   -0.976990311
   -2.483354193   82.706683139   -2.368836851
   -2.463407573   82.647722648   -3.504030015
   -2.443460953   82.576097038   -3.953292332
   -2.423514333   82.490026310   -4.085455344
   -2.403567713   82.409366796   -4.016386109
   -2.383621093   82.336627267   -3.492367023
   -2.363674473   82.265699597   -3.221683344
   -2.343727853   82.204752236   -3.370956353
   -2.323781233   82.128650345   -4.150796885
   -2.303834613   82.036920143   -5.173571761
   -2.283887993   81.925249992   -6.406938248
   -2.263941373   81.779328433   -7.588528108
   -2.243994753   81.612997022   -8.461614669
   -2.224048133   81.440207814   -8.749383147
   -2.204101513   81.272999480   -8.241999529
   -2.184154892   81.115298149   -7.347415257
   -2.164208272   80.993276538   -5.847308931
   -2.144261652   80.886589617   -4.362630058
   -2.124315032   80.809938941   -3.027757677
   -2.104368412   80.758753566   -2.280217895
   -2.084421792   80.716758106   -1.935911398
   -2.064475172   80.679807724   -1.990888359
   -2.044528552   80.637366773   -2.068209644
   -2.024581932   80.590370076   -2.478692958
   -2.004635312   80.539539277   -2.657900373
   -1.984688692   80.495502329   -2.432835430
   -1.964742072   80.448867179   -2.153116437
   -1.944795452   80.405723320   -1.789789105
   -1.924848832   80.371103778   -1.370320990
   -1.904902212   80.351293455   -0.999505926
   -1.884955592   80.332391255   -0.743708592
   -1.865008972   80.324566144   -0.257733854
   -1.845062352   80.327414765    0.531724721
   -1.825115732   80.347778506    1.470944429
   -1.805169112   80.388122111    2.748404456
   -1.785222492   80.458215270    4.455589597
   -1.765275872   80.571023044    6.225415263
   -1.745329252   80.707909308    8.206372266
   -1.725382632   80.887788753    9.435731520
   -1.705436012   81.093430817   10.490370315
   -1.685489392   81.304579934   11.039142957
   -1.665542772   81.525726537   11.125248571
   -1.645596152   81.753167202   11.221516632
   -1.625649532   81.973575772   11.203713924
   -1.605702912   82.196701737   11.092761581
   -1.585756292   82.415182223   11.292697820
   -1.565809672   82.649960401   11.410685980
   -1.545863052   82.889097018   11.527023629
   -1.525916432   83.111865926   11.132174750
   -1.505969812   83.322688240   10.278074334
   -1.486023192   83.510832127    8.472498720
   -1.466076572   83.651934019    6.287676548
   -1.446129952   83.752336597    3.538060390
   -1.426183332   83.789843518    0.503597469
   -1.406236712   83.782371925   -1.926429929
   -1.386290092   83.721983926   -4.154105705
   -1.366343472   83.623885646   -5.652011956
   -1.346396852   83.497697450   -6.560444852
   -1.326450232   83.362913589   -6.980550197
   -1.306503611   83.213076113   -7.320507221
   -1.286556991   83.065230068   -7.671248303
   -1.266610371   82.901351710   -8.368520973
   -1.246663751   82.721383678   -9.884985350
   -1.226717131   82.508236700  -11.644432183
   -1.206770511   82.253144620  -13.921773184
   -1.186823891   81.953363228  -16.335477543
   -1.166877271   81.596674889  -18.532777974
   -1.146930651   81.206652476  -20.354126809
   -1.126984031   80.779363286  -22.276829852
   -1.107037411   80.315031425  -24.255678450
   -1.087090791   79.809695891  -26.221995248
   -1.067144171   79.258836831  -28.190448804
   -1.047197551   78.669492501  -30.192204033
   -1.027250931   78.051553441  -31.585901424
   -1.007304311   77.408037213  -32.411111513
   -0.987357691   76.752069328  -32.582617549
   -0.967411071   76.115800515  -31.676917260
   -0.947464451   75.496230967  -30.305729840
   -0.927517831   74.894570687  -29.200330246
   -0.907571211   74.317573714  -28.715164711
   -0.887624591   73.740611068  -28.964775258
   -0.867677971   73.149834901  -29.872390946
   -0.847731351   72.531207168  -31.676012121
   -0.827784731   71.872842278  -34.112352336
   -0.807838111   71.159574011  -36.808934605
   -0.787891491   70.401269866  -38.786250399
   -0.767944871   69.615173453  -39.929864437
   -0.747998251   68.806085333  -40.285177562
   -0.728051631   68.011189306  -39.830352837
   -0.708105011   67.221396419  -38.509163489
   -0.688158391   66.456429591  -37.435879604
   -0.668211771   65.711821200  -36.785422253
   -0.648265151   64.984449986  -36.214588847
   -0.628318531   64.258403798  -36.312594068
   -0.608371911   63.534099405  -36.691752736
   -0.588425291   62.796263960  -37.278503985
   -0.568478671   62.039212775  -37.483651985
   -0.548532051   61.288007372  -37.527488076
   -0.528585431   60.539406696  -36.827305347
