LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 1.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.005
variable tau equal 100*${dt}
variable tau equal 100*0.005
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.005
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.5
Lattice spacing in x,y,z = 1.3867225 1.3867225 1.3867225
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.09378 11.09378 11.09378)
  1 by 2 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.09378 11.09378 11.09378)
  create_atoms CPU = 0.024 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.005
thermo ${thermo_time}
thermo 250

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 0.5
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.098 | 3.098 | 3.098 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     10000   3.0477053      5.5513772      0              10.120703      110.88864    
     10250   2.9683081      5.4443969      0              9.8946851      109.55359    
     10500   3.0286717      5.5752138      0              10.116003      110.72436    
     10750   3.014699       5.5249121      0              10.044753      110.38413    
     11000   3.0536561      5.4264331      0              10.004681      109.32928    
     11250   3.0152674      5.5090807      0              10.029773      110.33227    
     11500   3.0079564      5.5140953      0              10.023827      110.36368    
     11750   3.0188896      5.5180401      0              10.044163      110.38411    
     12000   3.0239172      5.4973666      0              10.031028      110.16689    
     12250   2.9309617      5.4838991      0              9.878195       110.05037    
     12500   3.0729385      5.5262037      0              10.133361      110.44464    
     12750   2.9889211      5.4324         0              9.9135926      109.6347     
     13000   2.9758665      5.5520639      0              10.013684      110.35363    
     13250   3.0070841      5.5988608      0              10.107284      111.08578    
     13500   3.0143086      5.3359001      0              9.8551552      108.19862    
     13750   3.0501637      5.5884274      0              10.161439      111.15033    
     14000   2.9775252      5.484661       0              9.948768       110.36287    
     14250   3.0993635      5.5207153      0              10.16749       110.72797    
     14500   2.9806666      5.5050891      0              9.9739059      110.51282    
     14750   2.9705627      5.5814572      0              10.035126      111.04138    
     15000   3.0693536      5.7605517      0              10.362334      113.10038    
     15250   2.9720215      5.5500734      0              10.005929      110.42909    
     15500   2.9861632      5.5555418      0              10.032599      110.8509     
     15750   3.0002577      5.6072666      0              10.105456      111.07773    
     16000   2.9402471      5.6004312      0              10.008648      111.02506    
     16250   3.0279884      5.6699249      0              10.20969       112.22711    
     16500   2.9772674      5.5034611      0              9.9671815      110.28091    
     16750   3.0227683      5.5467739      0              10.078712      110.89425    
     17000   3.0504645      5.5955238      0              10.168986      111.14321    
     17250   2.989654       5.4719995      0              9.9542909      109.76465    
     17500   3.0183463      5.6757732      0              10.201082      112.25197    
     17750   2.9442376      5.4782107      0              9.8924106      109.9656     
     18000   3.0723227      5.5380566      0              10.14429       110.78615    
     18250   2.9798731      5.2984606      0              9.7660876      107.45334    
     18500   3.0071793      5.52144        0              10.030006      110.32515    
     18750   2.9871939      5.5694863      0              10.048089      111.07685    
     19000   2.9761029      5.4533503      0              9.9153249      109.62667    
     19250   3.0318313      5.4983918      0              10.043918      110.17825    
     19500   3.0578453      5.395386       0              9.9799143      108.81583    
     19750   3.0010995      5.4715585      0              9.9710097      109.82474    
     20000   3.0672891      5.4992206      0              10.097908      110.25706    
     20250   3.0006233      5.4796078      0              9.9783451      109.90727    
     20500   3.0126281      5.5561087      0              10.072844      110.65231    
     20750   3.0071863      5.6312489      0              10.139826      111.91671    
     21000   2.993848       5.4367182      0              9.9252975      109.38198    
     21250   3.1133429      5.5772403      0              10.244974      111.02283    
     21500   2.9755163      5.5650099      0              10.026105      110.66924    
     21750   2.9476772      5.5567941      0              9.9761509      110.86907    
     22000   3.0463423      5.5602683      0              10.127551      110.76303    
     22250   2.9922125      5.5146247      0              10.000752      110.27515    
     22500   3.0489915      5.6318102      0              10.203064      111.66315    
     22750   2.9565535      5.5825581      0              10.015223      110.80508    
     23000   3.0665322      5.4394121      0              10.036964      109.60397    
     23250   3.1294859      5.5215478      0              10.213484      110.79995    
     23500   2.998822       5.481942       0              9.9779785      109.83482    
     23750   3.0677875      5.6017866      0              10.201221      111.23652    
     24000   3.0339052      5.3423744      0              9.8910101      108.42965    
     24250   2.9898859      5.6789054      0              10.161544      112.18703    
     24500   3.0118312      5.5286432      0              10.044184      110.50975    
     24750   3.008158       5.4867161      0              9.9967498      109.95546    
     25000   2.9851363      5.6115498      0              10.087068      111.4094     
     25250   2.9781909      5.5668713      0              10.031976      110.91471    
     25500   3.0222618      5.446672       0              9.9778511      109.65204    
     25750   3.0436281      5.5226839      0              10.085897      110.36039    
     26000   2.9844924      5.4712024      0              9.9457551      109.88099    
     26250   2.9490549      5.4846869      0              9.9061093      109.75388    
     26500   3.0471124      5.5327434      0              10.10118       110.31622    
     26750   2.914159       5.455034       0              9.8241382      109.83884    
     27000   3.0531763      5.5518335      0              10.129362      110.834      
     27250   2.9373065      5.5006249      0              9.9044334      109.86351    
     27500   3.1063373      5.5423676      0              10.199598      110.87339    
     27750   3.0323477      5.464032       0              10.010333      109.99207    
     28000   3.0251684      5.4997929      0              10.03533       110.49567    
     28250   3.1633189      5.4215193      0              10.164181      109.45796    
     28500   3.002538       5.4616865      0              9.9632944      109.98608    
     28750   3.0707104      5.7097861      0              10.313603      112.61099    
     29000   2.9857048      5.5081085      0              9.9844789      110.35561    
     29250   2.9983975      5.582439       0              10.077839      111.06761    
     29500   2.9859825      5.542606       0              10.019393      110.45292    
     29750   3.0145035      5.4639643      0              9.9835116      109.59236    
     30000   3.0079403      5.5925862      0              10.102294      111.1007     
     30250   2.9990088      5.4138424      0              9.910159       109.03659    
     30500   3.0099488      5.6127842      0              10.125503      111.55744    
     30750   2.9301486      5.5523459      0              9.9454227      110.29313    
     31000   2.9599152      5.5630545      0              10.00076       110.79721    
     31250   3.0021365      5.5779404      0              10.078946      110.88922    
     31500   2.974866       5.4168797      0              9.8769999      109.05155    
     31750   3.040731       5.584361       0              10.14323       111.42179    
     32000   2.9662306      5.5369235      0              9.9840968      110.44532    
     32250   2.9678276      5.6055389      0              10.055107      111.23076    
     32500   3.0565753      5.578036       0              10.16066       111.27477    
     32750   2.9283308      5.5208087      0              9.9111602      110.50727    
     33000   3.0750865      5.6081341      0              10.218512      111.38283    
     33250   2.9560132      5.5960825      0              10.027937      111.1513     
     33500   2.9211614      5.5938704      0              9.973473       111.22418    
     33750   3.0980308      5.4911945      0              10.135972      110.14212    
     34000   2.9766363      5.5266924      0              9.9894668      110.53073    
     34250   3.062209       5.5951843      0              10.186255      111.40486    
     34500   2.9420033      5.633803       0              10.044653      111.47498    
     34750   2.9704151      5.5604504      0              10.013897      110.58001    
     35000   3.0577935      5.6520219      0              10.236472      112.18502    
     35250   3.0008998      5.443918       0              9.9430698      109.97411    
     35500   3.1394669      5.4923872      0              10.199288      110.46082    
     35750   3.0233765      5.35763        0              9.8904805      108.71116    
     36000   3.0204944      5.615045       0              10.143574      111.62734    
     36250   2.9895127      5.4604538      0              9.9425332      109.6667     
     36500   2.9772986      5.4217658      0              9.885533       109.54445    
     36750   3.0900492      5.5208684      0              10.153679      110.43345    
     37000   2.9698737      5.4566008      0              9.9092361      109.53741    
     37250   2.9384407      5.8078179      0              10.213327      113.24926    
     37500   3.0007408      5.4955179      0              9.9944312      110.25974    
     37750   2.9621451      5.6614005      0              10.102449      111.90253    
     38000   3.0665425      5.492016       0              10.089584      110.20979    
     38250   2.9471752      5.5706311      0              9.9892354      110.81354    
     38500   3.1041818      5.6134704      0              10.267469      111.96969    
     38750   3.0358837      5.4468352      0              9.9984371      109.55444    
     39000   3.0263163      5.5460205      0              10.083278      110.88611    
     39250   3.0193755      5.5467489      0              10.073601      110.72468    
     39500   3.0461445      5.4263028      0              9.9932886      108.96207    
     39750   3.0746035      5.7210579      0              10.330711      112.91587    
     40000   3.0378656      5.4496509      0              10.004224      109.861      
     40250   2.963212       5.5736138      0              10.016262      111.32548    
     40500   3.0006693      5.6236725      0              10.122479      111.38562    
     40750   2.9543438      5.5524741      0              9.981826       110.66045    
     41000   3.05215        5.5476357      0              10.123625      110.6974     
     41250   2.9559971      5.4813645      0              9.9131951      109.87749    
     41500   3.0945035      5.4485412      0              10.08803       109.79608    
     41750   3.001091       5.5129268      0              10.012365      110.38703    
     42000   3.0187188      5.5084029      0              10.03427       110.29875    
     42250   3.0508756      5.583831       0              10.15791       111.07956    
     42500   2.9425545      5.4848247      0              9.8965013      109.78736    
     42750   3.1264834      5.5369228      0              10.224358      110.90314    
     43000   2.9784342      5.5166909      0              9.9821608      110.31112    
     43250   3.0136141      5.5872341      0              10.105448      111.01359    
     43500   3.022636       5.5432033      0              10.074943      110.85443    
     43750   3.004792       5.4933013      0              9.9982885      110.09885    
     44000   3.1332414      5.6020621      0              10.299629      111.26248    
     44250   2.9883731      5.5221945      0              10.002565      110.25781    
     44500   2.9766536      5.6097968      0              10.072597      111.08627    
     44750   3.0258285      5.5557059      0              10.092233      110.58923    
     45000   3.019243       5.4625325      0              9.9891856      110.02377    
     45250   3.0180622      5.7569848      0              10.281868      113.01559    
     45500   2.9149875      5.5804113      0              9.9507575      111.22666    
     45750   3.0383079      5.5629242      0              10.118161      110.92221    
     46000   3.0056276      5.4252825      0              9.9315225      109.48182    
     46250   3.0574535      5.4765627      0              10.060504      109.94556    
     46500   2.9442364      5.5746251      0              9.9888233      110.95006    
     46750   3.0410661      5.4194191      0              9.9787909      109.56569    
     47000   3.0144859      5.5446195      0              10.06414       110.58455    
     47250   2.9904662      5.527619       0              10.011128      110.34276    
     47500   2.9493291      5.6230647      0              10.044898      111.48324    
     47750   3.0234842      5.6055489      0              10.138561      111.28945    
     48000   2.9840779      5.409925       0              9.8838563      109.47022    
     48250   3.0977305      5.5461753      0              10.190502      110.89404    
     48500   3.0036291      5.4426906      0              9.9459343      109.29899    
     48750   3.071989       5.6188086      0              10.224542      111.68674    
     49000   3.0089258      5.4865696      0              9.9977544      110.16784    
     49250   2.9961461      5.5556006      0              10.047625      110.75785    
     49500   2.9966137      5.7218998      0              10.214626      112.97842    
     49750   3.0255188      5.4499157      0              9.9859779      109.4634     
     50000   2.9595638      5.5932444      0              10.030422      111.33422    
Loop time of 8.19026 on 4 procs for 50000 steps with 2048 atoms

Performance: 2637279.887 tau/day, 6104.815 timesteps/s, 12.503 Matom-step/s
99.5% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.0948     | 2.286      | 2.8219     |  20.5 | 27.91
Neigh   | 1.7791     | 2.083      | 2.5224     |  18.8 | 25.43
Comm    | 2.0654     | 2.9543     | 3.4412     |  30.7 | 36.07
Output  | 0.0055222  | 0.0071688  | 0.01149    |   3.0 |  0.09
Modify  | 0.49639    | 0.59169    | 0.72903    |  11.1 |  7.22
Other   |            | 0.2681     |            |       |  3.27

Nlocal:            512 ave         519 max         498 min
Histogram: 1 0 0 0 0 0 0 1 0 2
Nghost:            643 ave         658 max         637 min
Histogram: 3 0 0 0 0 0 0 0 0 1
Neighs:        3130.25 ave        3218 max        3010 min
Histogram: 1 0 0 0 1 0 0 0 1 1

Total # of neighbors = 12521
Ave neighs/atom = 6.1137695
Neighbor list builds = 10337
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.5_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.5_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 250 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 250 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 250 3dWCA_T0.1_d1.5_N${run_steps}.dcd
dump           2 all dcd 250 3dWCA_T0.1_d1.5_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 0.5

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.169 | 3.169 | 3.169 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9595638      5.5932444      0              10.030422      111.33422    
     50250   2.9219786      5.5339585      0              9.9147862      110.24731    
     50500   3.0142502      5.4942885      0              10.013456      109.90506    
     50750   2.9838672      5.5258976      0              9.999513       110.65988    
     51000   2.9457958      5.4978252      0              9.9143613      109.91893    
     51250   3.0117535      5.4428849      0              9.9583092      109.71448    
     51500   2.9877988      5.3248887      0              9.8043986      108.07275    
     51750   2.9638779      5.5362076      0              9.9798537      110.33742    
     52000   2.9141847      5.5143111      0              9.8834538      110.16846    
     52250   2.9414175      5.4173025      0              9.8272744      108.73191    
     52500   2.9616514      5.3995199      0              9.8398278      108.91269    
     52750   2.8763148      5.3842103      0              9.6965758      108.90017    
     53000   2.9512195      5.4512585      0              9.8759262      109.49168    
     53250   2.8395751      5.4747864      0              9.7320692      109.57734    
     53500   2.8631509      5.4402328      0              9.7328621      109.33795    
     53750   2.9355098      5.4968113      0              9.8979259      110.16187    
     54000   2.8673178      5.3010803      0              9.5999569      107.81727    
     54250   2.9531971      5.4342057      0              9.8618384      109.41497    
     54500   2.8523705      5.3153826      0              9.5918493      107.54909    
     54750   2.8705421      5.3747825      0              9.6784933      108.442      
     55000   2.8943349      5.2395506      0              9.5789332      107.31325    
     55250   2.8363436      5.3111191      0              9.5635571      107.74164    
     55500   2.8478115      5.3295495      0              9.5991809      107.9213     
     55750   2.9125685      5.1273401      0              9.4940596      105.87299    
     56000   2.8557798      5.3096413      0              9.5912194      107.94463    
     56250   2.7542731      5.2925613      0              9.4219536      107.51382    
     56500   2.9058094      5.2204657      0              9.5770515      107.06159    
     56750   2.7032975      5.2603836      0              9.3133499      106.99501    
     57000   2.7845111      5.3730224      0              9.5477496      108.43694    
     57250   2.8281049      5.1794728      0              9.4195588      105.94485    
     57500   2.7630753      5.2144571      0              9.3570463      106.68065    
     57750   2.7247439      5.1604601      0              9.2455802      105.91012    
     58000   2.7572239      5.307395       0              9.4412114      107.57278    
     58250   2.6919788      5.2368035      0              9.2728001      106.55913    
     58500   2.7529197      5.1987851      0              9.3261483      106.57675    
     58750   2.7974573      5.0992531      0              9.2933901      105.55208    
     59000   2.7208526      5.0947568      0              9.1740429      105.12588    
     59250   2.7263477      5.2635577      0              9.3510825      107.07562    
     59500   2.7021029      5.1393566      0              9.1905319      105.66209    
     59750   2.8004087      5.0274898      0              9.2260518      104.70693    
     60000   2.7370768      5.180121       0              9.2837315      106.10395    
     60250   2.6779964      5.0578884      0              9.0729215      104.57634    
     60500   2.7687945      5.1908137      0              9.3419775      105.93656    
     60750   2.6855452      5.107226       0              9.1335769      105.06148    
     61000   2.6282222      5.0391589      0              8.9795672      104.11135    
     61250   2.6494037      5.1574935      0              9.1296585      105.3371     
     61500   2.6847192      4.9923138      0              9.0174263      103.81798    
     61750   2.671252       4.9935189      0              8.9984404      104.00439    
     62000   2.6804376      5.0762124      0              9.0949056      105.15209    
     62250   2.6032103      4.97011        0              8.8730188      103.40659    
     62500   2.722456       5.0015129      0              9.0832028      103.99689    
     62750   2.6167714      5.0292551      0              8.9524956      103.93362    
     63000   2.5766073      4.942462       0              8.8054858      103.31516    
     63250   2.6509749      4.9736265      0              8.9481473      103.52893    
     63500   2.6222571      4.9457408      0              8.877206       103.39128    
     63750   2.6006253      4.8994238      0              8.798457       102.68282    
     64000   2.6236453      4.9942796      0              8.9278259      104.0665     
     64250   2.5483953      4.8696377      0              8.6903641      102.00166    
     64500   2.629709       4.9620404      0              8.9046778      103.54608    
     64750   2.6002728      4.906529       0              8.8050337      102.75483    
     65000   2.492987       4.928535       0              8.6661897      102.64929    
     65250   2.5606294      5.0454485      0              8.8845172      104.57647    
     65500   2.4599805      4.9665464      0              8.6547154      103.31723    
     65750   2.5605562      4.9464001      0              8.7853591      103.27108    
     66000   2.5816001      4.8890334      0              8.7595427      102.6199     
     66250   2.5300084      4.8011147      0              8.5942743      101.39794    
     66500   2.5518321      4.8834286      0              8.7093078      102.47192    
     66750   2.5460885      4.7501124      0              8.5673803      100.92794    
     67000   2.5079442      4.8338291      0              8.5939085      101.82465    
     67250   2.5914471      4.9094682      0              8.7947409      102.67451    
     67500   2.4599419      4.7971528      0              8.4852639      101.46021    
     67750   2.5121175      4.8549326      0              8.6212689      101.88004    
     68000   2.4954582      4.714027       0              8.4553866      100.50287    
     68250   2.4619149      4.8092779      0              8.5003471      101.64252    
     68500   2.4748482      4.8607206      0              8.5711803      102.17956    
     68750   2.4103498      4.7665875      0              8.3803468      100.9261     
     69000   2.5072197      4.8299851      0              8.5889784      101.68796    
     69250   2.4127923      4.6996819      0              8.3171031      100.00084    
     69500   2.5234972      4.721059       0              8.5044565      100.53639    
     69750   2.3715201      4.6916661      0              8.2472093      99.90332     
     70000   2.4596847      4.7555351      0              8.4432606      101.01329    
     70250   2.3900819      4.6031537      0              8.1865259      98.900454    
     70500   2.4443217      4.7165879      0              8.3812801      100.36138    
     70750   2.3526639      4.6008467      0              8.1281194      98.814206    
     71000   2.3986527      4.7149692      0              8.3111915      100.27224    
     71250   2.3543851      4.5473617      0              8.077215       98.104965    
     71500   2.408736       4.6304683      0              8.2418081      99.429354    
     71750   2.3332924      4.6334311      0              8.1316608      99.235268    
     72000   2.2822301      4.6654716      0              8.0871451      99.42629     
     72250   2.4153467      4.5749859      0              8.196237       98.791424    
     72500   2.297797       4.547062       0              7.9920746      98.130121    
     72750   2.3237202      4.645467       0              8.1293453      99.687402    
     73000   2.2328948      4.5494616      0              7.8971683      98.302901    
     73250   2.3567973      4.515284       0              8.0487537      97.998592    
     73500   2.3120333      4.5583555      0              8.024712       98.340415    
     73750   2.2540373      4.5260263      0              7.9054314      97.992208    
     74000   2.3347375      4.5152494      0              8.0156456      97.774961    
     74250   2.2160639      4.4870103      0              7.809483       97.126625    
     74500   2.274439       4.5828696      0              7.9928622      98.607047    
     74750   2.2343092      4.5530451      0              7.9028725      97.974982    
     75000   2.2018712      4.3408492      0              7.6420433      95.509569    
     75250   2.3442456      4.4090554      0              7.9237068      96.439934    
     75500   2.2912946      4.3488268      0              7.7840905      95.683184    
     75750   2.2550141      4.5380731      0              7.9189427      98.077309    
     76000   2.269766       4.4098192      0              7.8128057      96.729843    
     76250   2.2408831      4.4212694      0              7.7809528      96.572929    
     76500   2.3321556      4.4924319      0              7.9889572      97.725418    
     76750   2.21783        4.4126403      0              7.7377608      96.749988    
     77000   2.2289468      4.3558468      0              7.6976344      95.777569    
     77250   2.2598051      4.4397111      0              7.8277636      96.949395    
     77500   2.1825915      4.346556       0              7.6188447      95.741742    
     77750   2.2287415      4.4733896      0              7.8148695      97.125401    
     78000   2.1735002      4.4226439      0              7.6813023      96.534884    
     78250   2.1395145      4.3518345      0              7.5595391      95.696282    
     78500   2.2489631      4.3589922      0              7.7307897      95.520757    
     78750   2.1514583      4.2879534      0              7.513565       94.945495    
     79000   2.1541546      4.4037818      0              7.6334359      96.376132    
     79250   2.1520679      4.2941385      0              7.520664       94.808949    
     79500   2.1466146      4.2902649      0              7.5086146      95.065213    
     79750   2.1808855      4.3188765      0              7.5886075      95.009406    
     80000   2.0966147      4.2917878      0              7.4351742      94.834204    
     80250   2.1735935      4.3135254      0              7.5723236      95.049733    
     80500   2.1152751      4.1804786      0              7.3518419      93.481284    
     80750   2.1418227      4.3341175      0              7.5452827      95.262585    
     81000   2.0774921      4.1840417      0              7.2987583      93.470041    
     81250   2.1446194      4.2494942      0              7.4648525      94.165931    
     81500   2.0915326      4.1127483      0              7.2485153      92.621747    
     81750   2.1245897      4.2151938      0              7.4005222      94.297941    
     82000   2.0979723      4.0470074      0              7.1924293      92.045388    
     82250   2.0892774      4.2149864      0              7.3473723      94.044102    
     82500   2.01356        4.1290634      0              7.1479286      92.655089    
     82750   2.0489786      4.217286       0              7.2892532      93.922408    
     83000   2.0145899      4.0831529      0              7.1035622      92.17161     
     83250   2.0245631      4.1918061      0              7.2271679      93.778785    
     83500   1.9889797      4.1038016      0              7.0858144      92.50066     
     83750   2.0267387      4.1169031      0              7.1555268      92.575374    
     84000   2.0181523      4.088373       0              7.1141233      92.348383    
     84250   1.9683677      4.1180451      0              7.069155       92.577085    
     84500   1.9893312      4.1410585      0              7.1235983      93.002659    
     84750   1.9683574      4.0292273      0              6.9803217      91.560317    
     85000   2.0558405      4.0154925      0              7.0977475      91.572484    
     85250   1.9648818      3.9554404      0              6.901324       90.732703    
     85500   1.9675144      4.1068855      0              7.0567161      92.599915    
     85750   1.9538667      3.9168918      0              6.8462608      90.039136    
     86000   2.0175103      3.9799012      0              7.0046889      91.079657    
     86250   1.951831       3.9607712      0              6.8870882      90.945061    
     86500   1.9188191      3.9217894      0              6.7986126      90.161112    
     86750   1.9381953      4.0501684      0              6.9560418      91.663375    
     87000   1.9313693      3.869625       0              6.7652645      89.815888    
     87250   1.9651428      3.9141444      0              6.8604192      90.419526    
     87500   1.9190692      3.8929695      0              6.7701678      89.809042    
     87750   1.904077       3.8920673      0              6.7467883      89.705667    
     88000   1.8589809      4.0318705      0              6.8189803      91.045745    
     88250   1.8538135      3.8657895      0              6.645152       89.526904    
     88500   1.8866899      3.931361       0              6.760014       90.174348    
     88750   1.8264586      3.8482185      0              6.5865687      89.379323    
     89000   1.8325448      3.9460094      0              6.6934843      90.233336    
     89250   1.8407747      3.913312       0              6.6731258      89.956516    
     89500   1.8035971      3.822378       0              6.5264526      88.915362    
     89750   1.8576146      3.8798134      0              6.6648747      89.817533    
     90000   1.8062096      3.7961093      0              6.5041008      88.485688    
     90250   1.8396246      3.8593455      0              6.617435       89.574345    
