LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 1.4
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.005
variable tau equal 100*${dt}
variable tau equal 100*0.005
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.005
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.4
Lattice spacing in x,y,z = 1.4189834 1.4189834 1.4189834
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.351867 11.351867 11.351867)
  1 by 2 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.351867 11.351867 11.351867)
  create_atoms CPU = 0.010 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.005
thermo ${thermo_time}
thermo 250

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 0.5
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.098 | 3.098 | 3.098 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     52750   2.9112439      3.5168067      0              7.8815402      69.13595     
     53000   2.9518718      3.7511153      0              8.176761       71.461874    
     53250   2.8680338      3.5820274      0              7.8819776      70.067454    
     53500   2.9670853      3.4212573      0              7.869712       68.146402    
     53750   2.9202672      3.5493669      0              7.9276289      69.407668    
     54000   2.880668       3.4935201      0              7.8124122      68.695163    
     54250   2.9207652      3.6830546      0              8.0620632      71.486918    
     54500   2.8914679      3.4192846      0              7.7543686      67.959597    
     54750   2.8867573      3.5034698      0              7.8314914      68.889075    
     55000   2.7892493      3.5939115      0              7.7757425      69.547569    
     55250   2.9069728      3.3851316      0              7.7434618      67.213741    
     55500   2.867888       3.5432276      0              7.8429591      69.582128    
     55750   2.7784311      3.4655687      0              7.6311804      68.564305    
     56000   2.9604869      3.3939605      0              7.8325225      67.557133    
     56250   2.8118017      3.3779338      0              7.5935769      67.140003    
     56500   2.8864737      3.4129712      0              7.7405676      67.295779    
     56750   2.7198008      3.4467831      0              7.5244922      68.173115    
     57000   2.8368454      3.4278684      0              7.6810587      67.888013    
     57250   2.7786102      3.243474       0              7.4093542      65.443389    
     57500   2.8583194      3.352798       0              7.6381836      66.879984    
     57750   2.6737908      3.3320769      0              7.3408048      66.58175     
     58000   2.7725646      3.382626       0              7.5394423      67.254753    
     58250   2.7603711      3.3226691      0              7.461204       66.638747    
     58500   2.7656661      3.3143562      0              7.4608297      66.558711    
     58750   2.7741935      3.3355127      0              7.4947711      66.523623    
     59000   2.6380145      3.2464064      0              7.2014961      65.275563    
     59250   2.7452253      3.3125642      0              7.4283915      66.474071    
     59500   2.6834831      3.3882269      0              7.4114862      67.36614     
     59750   2.7049796      3.2349677      0              7.290456       65.51199     
     60000   2.7283136      3.3418105      0              7.4322827      66.930168    
     60250   2.6356016      3.3482531      0              7.2997252      66.394081    
     60500   2.8023513      3.4322034      0              7.6336779      67.963879    
     60750   2.6723179      3.2948585      0              7.3013782      66.176641    
     61000   2.7173263      3.2082691      0              7.2822684      65.015317    
     61250   2.7081537      3.3003351      0              7.3605822      66.301444    
     61500   2.6632918      3.2475985      0              7.2405855      65.455678    
     61750   2.6652882      3.3674127      0              7.3633929      67.178705    
     62000   2.5908209      3.2271119      0              7.1114456      65.106355    
     62250   2.7243712      3.2858815      0              7.3704428      66.3975      
     62500   2.6135367      3.1709557      0              7.0893465      64.678675    
     62750   2.6665869      3.269634       0              7.2675613      65.900534    
     63000   2.5665479      3.1775493      0              7.0254913      64.3409      
     63250   2.6271347      3.208261       0              7.1470389      65.037345    
     63500   2.6426708      3.1485276      0              7.1105982      64.130983    
     63750   2.5652958      3.1185475      0              6.9646124      63.304764    
     64000   2.630666       3.1298942      0              7.0739665      64.25822     
     64250   2.567933       3.1868887      0              7.0369075      64.59764     
     64500   2.4774382      3.0852387      0              6.7995815      63.523388    
     64750   2.5609888      3.2616484      0              7.1012559      65.780408    
     65000   2.5517387      3.0540532      0              6.8797924      62.750639    
     65250   2.6841238      3.1266273      0              7.150847       63.793535    
     65500   2.5332322      3.1805088      0              6.9785016      64.51677     
     65750   2.5447769      3.0620415      0              6.877343       63.109397    
     66000   2.5955376      3.1627092      0              7.0541145      64.278344    
     66250   2.5194199      3.0967949      0              6.8740795      63.447939    
     66500   2.4633702      3.1522617      0              6.8455127      63.893099    
     66750   2.5187         3.1138032      0              6.8900085      63.319839    
     67000   2.4486562      3.0498156      0              6.7210064      62.979805    
     67250   2.4877725      3.2013834      0              6.9312201      64.623704    
     67500   2.470473       3.0575533      0              6.7614535      62.936335    
     67750   2.4718092      3.0644316      0              6.770335       62.971792    
     68000   2.5460426      3.1058393      0              6.9230384      63.551669    
     68250   2.4505989      2.9878893      0              6.6619928      61.907442    
     68500   2.5066388      3.0949916      0              6.8531139      63.39997     
     68750   2.4646168      2.9589595      0              6.6540796      61.607337    
     69000   2.4973655      2.9641192      0              6.7083383      61.93422     
     69250   2.439317       2.9459518      0              6.6031407      61.358301    
     69500   2.4387764      2.9989062      0              6.6552845      61.854061    
     69750   2.4090067      3.0558141      0              6.6675598      62.791771    
     70000   2.3757621      2.9697262      0              6.5316293      61.600149    
     70250   2.4334814      3.0855366      0              6.7339763      63.327516    
     70500   2.36977        2.9754912      0              6.5284106      61.855133    
     70750   2.4468431      2.970999       0              6.6394715      61.390003    
     71000   2.4082357      2.865464       0              6.4760537      60.325876    
     71250   2.4083216      2.9125954      0              6.5233139      60.952299    
     71500   2.4463475      2.9376796      0              6.6054091      61.337095    
     71750   2.3264292      2.9216883      0              6.4096282      60.748386    
     72000   2.3736224      2.9983187      0              6.5570137      62.029798    
     72250   2.3448833      2.8206049      0              6.3362124      59.728304    
     72500   2.3486973      2.9693986      0              6.4907243      61.59172     
     72750   2.3160342      2.8793794      0              6.3517343      60.516661    
     73000   2.3753176      2.8014724      0              6.3627091      59.677706    
     73250   2.3358675      2.8279103      0              6.3300007      60.004841    
     73500   2.3205365      2.8461803      0              6.3252854      59.876278    
     73750   2.3588129      2.7481622      0              6.2846539      58.513041    
     74000   2.3296395      2.7786258      0              6.2713788      59.050942    
     74250   2.2927884      2.8322468      0              6.2697501      59.668279    
     74500   2.2746587      2.7755994      0              6.1859214      58.833753    
     74750   2.3404692      2.7589875      0              6.267977       58.911733    
     75000   2.2495049      2.7289959      0              6.1016056      58.349196    
     75250   2.2616863      2.8364239      0              6.2272969      59.863188    
     75500   2.2088439      2.6778888      0              5.9895368      57.540766    
     75750   2.2730349      2.7744042      0              6.1822917      59.271076    
     76000   2.1957301      2.7086658      0              6.0006527      58.07501     
     76250   2.2171684      2.7163606      0              6.0404893      58.193589    
     76500   2.2860836      2.7211025      0              6.1485536      58.214598    
     76750   2.17209        2.6837696      0              5.9403137      57.533054    
     77000   2.2777038      2.6916508      0              6.1065382      58.04949     
     77250   2.2030846      2.6854702      0              5.9884835      58.041557    
     77500   2.1326358      2.6406105      0              5.8380023      57.162263    
     77750   2.2147641      2.733792       0              6.054316       58.503       
     78000   2.1925857      2.5607195      0              5.8479921      56.210658    
     78250   2.2186581      2.7637924      0              6.0901546      58.81181     
     78500   2.1513039      2.6387461      0              5.8641262      56.808767    
     78750   2.1915689      2.7343181      0              6.0200663      58.693096    
     79000   2.1411598      2.6797913      0              5.8899628      58.039715    
     79250   2.1715806      2.60797        0              5.8637504      56.786168    
     79500   2.1558095      2.5885158      0              5.8206511      56.462494    
     79750   2.1360814      2.637517       0              5.8400746      57.005004    
     80000   2.1403228      2.636816       0              5.8457326      57.141386    
     80250   2.1110766      2.6117219      0              5.7767906      56.566908    
     80500   2.1791608      2.6688624      0              5.9360076      57.644789    
     80750   2.0820897      2.5711479      0              5.6927574      55.965357    
     81000   2.1834814      2.5627659      0              5.8363889      56.117723    
     81250   2.041783       2.5929771      0              5.6541562      56.333548    
     81500   2.0945031      2.6176615      0              5.7578821      56.873752    
     81750   2.0808625      2.4865737      0              5.6063433      55.062213    
     82000   2.0557557      2.6215381      0              5.703666       56.808371    
     82250   2.0174479      2.5221827      0              5.546877       55.537494    
     82500   2.0497937      2.5968116      0              5.6700008      56.500964    
     82750   2.049868       2.4388486      0              5.5121492      54.040205    
     83000   2.0698159      2.4893736      0              5.5925815      55.088698    
     83250   2.0521491      2.4353636      0              5.5120842      54.062177    
     83500   2.0377267      2.4908006      0              5.5458982      55.104304    
     83750   2.0282022      2.5004913      0              5.5413091      54.917534    
     84000   2.0391462      2.4398698      0              5.4970955      54.342934    
     84250   1.9822305      2.4914181      0              5.4633121      55.124599    
     84500   2.001977       2.3866535      0              5.3881527      53.599743    
     84750   2.0139192      2.4946418      0              5.5140455      54.941461    
     85000   1.9858486      2.4323632      0              5.4096817      54.014133    
     85250   1.9873965      2.4313887      0              5.4110279      54.077474    
     85500   1.9737909      2.3550797      0              5.3143204      53.07331     
     85750   2.0395598      2.4229123      0              5.4807581      54.31044     
     86000   1.930172       2.4088566      0              5.302701       53.58898     
     86250   1.9619376      2.4423705      0              5.3838399      54.439011    
     86500   1.9168959      2.3495328      0              5.2234726      53.005295    
     86750   1.9733594      2.4127992      0              5.371393       53.418926    
     87000   1.9409554      2.4042316      0              5.314243       53.821425    
     87250   1.9398747      2.2676876      0              5.1760788      51.884569    
     87500   1.9736318      2.3842489      0              5.343251       53.708214    
     87750   1.9060114      2.3387562      0              5.1963772      52.870017    
     88000   1.9288939      2.2934536      0              5.1853816      52.437463    
     88250   1.857724       2.352705       0              5.1379303      52.864886    
     88500   1.8130789      2.4175544      0              5.1358449      53.73147     
     88750   1.9023932      2.3243389      0              5.1765353      52.724436    
     89000   1.9007333      2.2414178      0              5.0911256      51.495213    
     89250   1.9120986      2.320774       0              5.1875215      52.560471    
     89500   1.7866015      2.3243522      0              5.0029459      52.611057    
     89750   1.9326132      2.2723159      0              5.1698201      52.018084    
     90000   1.8425126      2.207336       0              4.9697554      50.985609    
     90250   1.8631934      2.2996049      0              5.0930303      52.450496    
     90500   1.7983516      2.2164895      0              4.9126997      51.219113    
     90750   1.8237227      2.3105547      0              5.0448029      52.616089    
     91000   1.787547       2.1765693      0              4.8565806      50.569778    
     91250   1.8109803      2.2956666      0              5.0108107      51.899867    
     91500   1.7707719      2.1762001      0              4.831061       50.286662    
     91750   1.7809443      2.2721641      0              4.9422761      51.855126    
     92000   1.7462942      2.1728051      0              4.7909674      50.196449    
     92250   1.7745101      2.2231802      0              4.8836457      51.349366    
     92500   1.7540881      2.2280007      0              4.8578481      51.046605    
     92750   1.7717308      2.1125634      0              4.7688619      49.362321    
     93000   1.7106158      2.1798664      0              4.7445371      50.222902    
     93250   1.7739805      2.1615101      0              4.8211816      50.293558    
     93500   1.7422849      2.1081287      0              4.7202799      49.638641    
     93750   1.7162165      2.2135379      0              4.7866057      50.962883    
     94000   1.7126147      2.0708232      0              4.6384909      48.869588    
     94250   1.7371504      2.1922109      0              4.7966641      50.499911    
     94500   1.7078579      2.1355848      0              4.6961207      49.572226    
     94750   1.6781511      2.08939        0              4.6053875      49.120605    
     95000   1.6734269      2.0932883      0              4.602203       49.26022     
     95250   1.7175621      2.0718758      0              4.646961       48.88806     
     95500   1.6711331      2.0560281      0              4.5615038      48.489008    
     95750   1.7063925      2.0685755      0              4.6269146      48.576557    
     96000   1.6196785      2.0473693      0              4.4757008      48.497444    
     96250   1.7118997      2.0620591      0              4.6286549      48.545252    
     96500   1.6442766      2.065126       0              4.5303366      48.623587    
     96750   1.6554286      1.9741386      0              4.456069       47.363447    
     97000   1.6834346      2.0395442      0              4.563463       48.422716    
     97250   1.6376312      1.9568531      0              4.4121005      46.913919    
     97500   1.6618689      2.0213813      0              4.5129675      48.165976    
     97750   1.6256524      2.0440676      0              4.4813555      48.36942     
     98000   1.5882414      1.9766739      0              4.3578727      47.193102    
     98250   1.6409722      1.9937712      0              4.4540275      47.799614    
     98500   1.5850746      1.9648955      0              4.3413464      47.264176    
     98750   1.5737731      1.9946003      0              4.3541073      47.872442    
     99000   1.6100855      1.9360753      0              4.3500243      46.844356    
     99250   1.5485713      1.9396219      0              4.2613447      46.856775    
     99500   1.6128554      1.9690423      0              4.3871441      47.190925    
     99750   1.5199843      1.9644194      0              4.2432826      47.220581    
    100000   1.5713711      1.9092656      0              4.2651714      46.217636    
    100250   1.5671559      1.8991611      0              4.2487471      46.163061    
    100500   1.5326804      1.8963757      0              4.1942737      45.966973    
    100750   1.5166363      1.9391859      0              4.2130296      46.761311    
    101000   1.5383808      1.7902033      0              4.0966477      44.640995    
    101250   1.5568323      1.9063247      0              4.2404329      46.220892    
    101500   1.4965759      1.8744333      0              4.118201       45.721252    
    101750   1.4823735      1.8862043      0              4.1086789      46.009581    
    102000   1.4855828      1.8452471      0              4.0725333      45.268328    
    102250   1.5013142      1.7835974      0              4.0344691      44.574786    
    102500   1.5100927      1.8564505      0              4.1204836      45.626938    
    102750   1.4798839      1.7881418      0              4.0068837      44.428697    
    103000   1.516607       1.8075464      0              4.081346       45.200418    
    103250   1.444033       1.7715405      0              3.9365324      43.991828    
    103500   1.5040083      1.8067965      0              4.0617074      44.72186     
    103750   1.4029931      1.8152125      0              3.9186746      44.531829    
    104000   1.4640185      1.7614469      0              3.9564023      43.978382    
    104250   1.4151963      1.7559742      0              3.8777321      44.224724    
    104500   1.4159597      1.7763992      0              3.8993016      44.334797    
    104750   1.4692698      1.799698       0              4.0025266      44.60373     
    105000   1.4089908      1.7023403      0              3.8147945      42.872971    
    105250   1.4117331      1.765753       0              3.8823186      44.031986    
    105500   1.3832862      1.7113082      0              3.7852244      43.266355    
    105750   1.3873222      1.7254459      0              3.805413       43.482694    
    106000   1.4034369      1.7002891      0              3.8044164      43.164798    
    106250   1.3625115      1.6900869      0              3.7328562      42.892822    
    106500   1.4198993      1.7160288      0              3.8448379      43.562359    
    106750   1.3385174      1.6767791      0              3.6835748      42.5932      
    107000   1.3456405      1.7343307      0              3.7518059      43.711806    
    107250   1.3054435      1.6768051      0              3.6340142      42.57244     
    107500   1.3588587      1.658358       0              3.6956508      42.301712    
    107750   1.3155735      1.6849377      0              3.6573344      42.638001    
    108000   1.3266201      1.6006667      0              3.5896251      41.511523    
    108250   1.3332569      1.6752627      0              3.6741715      42.610555    
    108500   1.2912472      1.6005451      0              3.5364701      41.559088    
    108750   1.3095831      1.676125       0              3.6395405      42.520192    
    109000   1.2951629      1.5758083      0              3.517604       41.008675    
    109250   1.2687638      1.6225898      0              3.5248061      41.524535    
    109500   1.2937941      1.5904729      0              3.5302165      41.266199    
    109750   1.2578306      1.5769859      0              3.4628105      41.185485    
    110000   1.2836354      1.6314828      0              3.5559957      41.981938    
    110250   1.2365891      1.556068       0              3.4100459      40.547014    
    110500   1.2560757      1.5856348      0              3.4688284      40.976534    
    110750   1.2380038      1.5171523      0              3.3732513      39.841727    
    111000   1.240821       1.5400826      0              3.4004053      40.319026    
    111250   1.2464652      1.5336267      0              3.4024116      40.41615     
    111500   1.2302329      1.4693631      0              3.3138114      39.378606    
    111750   1.2300052      1.530585       0              3.3746919      40.143366    
    112000   1.1944959      1.4735685      0              3.2644374      39.278391    
    112250   1.2083028      1.5076415      0              3.3192108      39.816981    
    112500   1.1932956      1.4946381      0              3.2837075      39.252364    
    112750   1.1824062      1.4400965      0              3.2128398      38.800662    
    113000   1.200783       1.4737747      0              3.2740697      39.223882    
    113250   1.1549286      1.4405195      0              3.1720665      38.57787     
    113500   1.1734399      1.4498781      0              3.2091785      38.978919    
    113750   1.170719       1.4325568      0              3.1877778      38.728236    
    114000   1.107561       1.4611209      0              3.1216512      39.075327    
    114250   1.1485101      1.4565364      0              3.1784603      39.172014    
    114500   1.1153841      1.3948286      0              3.0670878      38.060567    
    114750   1.1383101      1.4294233      0              3.1360548      38.506838    
    115000   1.1313005      1.3801298      0              3.076252       37.73793     
    115250   1.0896981      1.3836597      0              3.0174087      37.719539    
    115500   1.0888903      1.4302473      0              3.0627852      38.399762    
    115750   1.0677703      1.3761469      0              2.9770202      37.624342    
    116000   1.0972748      1.3536313      0              2.9987398      37.256926    
    116250   1.0898062      1.3815574      0              3.0154684      37.758389    
    116500   1.0571962      1.3382005      0              2.9232205      36.860992    
    116750   1.0516464      1.3701755      0              2.9468748      37.487648    
    117000   1.0466897      1.3147286      0              2.8839965      36.529816    
    117250   1.0560481      1.3066816      0              2.8899803      36.481088    
    117500   1.0823449      1.32143        0              2.9441546      36.733113    
    117750   1.0290441      1.2810423      0              2.8238547      36.136286    
    118000   1.0405436      1.2659957      0              2.826049       35.705789    
    118250   1.0428314      1.2617462      0              2.8252295      35.782749    
    118500   1.0063748      1.2691931      0              2.7780182      35.639211    
    118750   1.0326822      1.2481728      0              2.7964397      35.348808    
    119000   0.97448225     1.2494722      0              2.7104819      35.561114    
    119250   1.0237472      1.2796909      0              2.8145619      35.891104    
    119500   1.0026071      1.2144465      0              2.7176229      34.879392    
    119750   0.96133355     1.2161885      0              2.6574847      34.644985    
    120000   1.001954       1.2333585      0              2.7355557      35.219213    
    120250   0.95668853     1.206131       0              2.6404631      34.544451    
    120500   0.93307563     1.1959493      0              2.5948794      34.396488    
    120750   0.94455908     1.1856025      0              2.6017493      34.157364    
    121000   0.93847947     1.1974518      0              2.6044837      34.630536    
    121250   0.91591068     1.1908535      0              2.5640487      34.27381     
    121500   0.91296316     1.1165237      0              2.4852998      33.057899    
    121750   0.93963426     1.1530195      0              2.5617827      33.607627    
    122000   0.90062662     1.1467504      0              2.4970307      33.406806    
    122250   0.88793152     1.1555678      0              2.4868147      33.553174    
    122500   0.88959758     1.140132       0              2.4738768      33.431869    
    122750   0.86913237     1.0997933      0              2.4028553      32.835326    
    123000   0.86582711     1.1236748      0              2.4217813      33.126303    
    123250   0.87439439     1.1034068      0              2.414358       33.016306    
    123500   0.8600573      1.0943732      0              2.3838292      32.648386    
    123750   0.85088439     1.0766399      0              2.3523433      32.274311    
    124000   0.8562666      1.0605307      0              2.3443035      32.034069    
    124250   0.85424158     1.0733163      0              2.354053       32.279869    
    124500   0.84825119     1.0278511      0              2.2996066      31.261802    
    124750   0.83518995     1.0117829      0              2.2639561      31.221686    
    125000   0.83897441     1.0545686      0              2.3124157      31.914516    
    125250   0.81491403     1.0157859      0              2.2375601      31.125424    
    125500   0.80227345     1.030479       0              2.2333016      31.320119    
    125750   0.79132415     0.99114416     0              2.1775508      30.523593    
    126000   0.82535901     1.0062998      0              2.2437338      30.944866    
    126250   0.79526252     0.98045086     0              2.1727622      30.543257    
    126500   0.78514644     0.94014557     0              2.1172902      29.743193    
    126750   0.77047055     0.96721374     0              2.1223553      30.34236     
    127000   0.77803271     0.95259013     0              2.1190693      30.020095    
    127250   0.76343188     0.94287361     0              2.0874623      29.826503    
    127500   0.75663105     0.90731739     0              2.0417098      29.322269    
    127750   0.7436767      0.95586468     0              2.070835       29.93208     
    128000   0.75536207     0.91933024     0              2.0518201      29.316347    
    128250   0.73990887     0.88852755     0              1.9978489      28.887564    
    128500   0.7027598      0.88149995     0              1.9351249      28.630782    
    128750   0.72864259     0.90319338     0              1.9956236      28.993005    
    129000   0.71885725     0.86935492     0              1.9471143      28.44636     
    129250   0.70496911     0.87500576     0              1.9319431      28.423613    
    129500   0.67700593     0.84172727     0              1.8567403      27.802719    
    129750   0.69024435     0.86912762     0              1.9039886      28.440734    
    130000   0.67640663     0.84926633     0              1.8633809      27.935394    
    130250   0.67051783     0.84815876     0              1.8534444      27.95024     
    130500   0.65428347     0.81244721     0              1.7933932      27.308889    
    130750   0.67826573     0.8355206      0              1.8524224      27.618053    
    131000   0.65891235     0.80147291     0              1.7893588      26.912608    
    131250   0.64227663     0.79437166     0              1.7573162      26.886826    
    131500   0.63364121     0.76851685     0              1.7185146      26.413779    
    131750   0.62343516     0.82108769     0              1.7557838      27.167971    
    132000   0.62150584     0.77674977     0              1.7085533      26.103869    
    132250   0.60378774     0.75727407     0              1.6625134      26.222527    
    132500   0.60014546     0.76725468     0              1.6670333      26.22561     
    132750   0.59754016     0.76128855     0              1.6571611      26.109806    
    133000   0.59543357     0.73984655     0              1.6325608      25.733888    
    133250   0.56419992     0.74002564     0              1.5859123      25.573274    
    133500   0.57808101     0.7295691      0              1.5962672      25.423488    
    133750   0.58128419     0.71543503     0              1.5869356      25.287496    
    134000   0.56331554     0.68964012     0              1.5342008      24.590567    
    134250   0.56115486     0.71886942     0              1.5601907      25.246928    
    134500   0.54774398     0.68200617     0              1.503221       24.427106    
    134750   0.54309469     0.66922814     0              1.4834724      24.332163    
    135000   0.5366141      0.64321292     0              1.447741       23.637115    
    135250   0.53796661     0.6754199      0              1.4819758      24.355496    
    135500   0.52358372     0.64547916     0              1.4304713      23.735644    
    135750   0.50601244     0.6398571      0              1.3985051      23.583163    
    136000   0.51086395     0.60338407     0              1.3693058      22.625922    
    136250   0.51030539     0.62245011     0              1.3875344      23.008312    
    136500   0.49369903     0.61126745     0              1.3514544      22.918411    
    136750   0.48510183     0.59810702     0              1.3254045      22.668813    
    137000   0.47342201     0.58190743     0              1.2916937      22.190282    
    137250   0.47978606     0.58408143     0              1.3034091      22.277346    
    137500   0.46191221     0.57644378     0              1.2689738      22.042694    
    137750   0.45738542     0.54957745     0              1.2353206      21.42708     
    138000   0.45445233     0.55043528     0              1.2317809      21.647211    
    138250   0.44226791     0.53218278     0              1.1952607      21.186861    
    138500   0.42853507     0.55267612     0              1.1951648      21.47215     
    138750   0.42395975     0.5307005      0              1.1663296      20.994459    
    139000   0.42054719     0.51901089     0              1.1495237      20.773662    
    139250   0.3981802      0.51190356     0              1.1088822      20.625132    
    139500   0.42003426     0.52344231     0              1.1531861      20.844428    
    139750   0.398858       0.49510304     0              1.0930979      20.200098    
    140000   0.39106734     0.47357521     0              1.0598898      19.78381     
    140250   0.37879251     0.47912861     0              1.0470399      19.860504    
    140500   0.38093144     0.44809744     0              1.0192156      18.981707    
    140750   0.38337726     0.46324691     0              1.038032       19.367816    
    141000   0.36207273     0.44750284     0              0.99034674     18.88333     
    141250   0.34854035     0.43852421     0              0.96107945     18.83397     
    141500   0.34160476     0.41600652     0              0.92816347     18.116422    
    141750   0.34175261     0.42866219     0              0.9410408      18.480175    
    142000   0.33248143     0.41146385     0              0.90994248     18.119229    
    142250   0.3304232      0.39676619     0              0.89215898     17.669389    
    142500   0.32280843     0.39145248     0              0.87542869     17.52093     
    142750   0.31904542     0.36961309     0              0.84794754     16.853379    
    143000   0.30725026     0.37371016     0              0.83436052     17.076543    
    143250   0.29596136     0.37135847     0              0.81508375     16.888516    
    143500   0.28759608     0.35937898     0              0.79056246     16.687679    
    143750   0.2888879      0.34080362     0              0.77392388     16.193367    
    144000   0.27380963     0.34409445     0              0.75460834     16.301975    
    144250   0.263705       0.33679021     0              0.73215456     16.153446    
    144500   0.26061396     0.32252771     0              0.71325776     15.619648    
    144750   0.25819561     0.30703576     0              0.69414006     15.185696    
    145000   0.25500715     0.29062922     0              0.67295316     14.762372    
    145250   0.23817558     0.29583447     0              0.6529234      14.944436    
    145500   0.23223765     0.28531297     0              0.63349935     14.523126    
    145750   0.22196709     0.28096415     0              0.61375221     14.472238    
    146000   0.22043458     0.26267709     0              0.59316752     13.856729    
    146250   0.21393788     0.25228196     0              0.57303209     13.589675    
    146500   0.19896612     0.25511366     0              0.55341712     13.660579    
    146750   0.1997093      0.23354352     0              0.5329612      12.88274     
    147000   0.19470301     0.221001       0              0.51291292     12.622168    
    147250   0.18781284     0.21151749     0              0.4930992      12.189292    
    147500   0.17567779     0.20968423     0              0.47307225     12.19392     
    147750   0.16432158     0.20675805     0              0.45312007     12.006717    
    148000   0.16103732     0.19156556     0              0.4330036      11.482682    
    148250   0.15245924     0.18449986     0              0.41307706     11.287044    
    148500   0.14588892     0.17419751     0              0.39292404     11.014419    
    148750   0.1405381      0.16234573     0              0.37304994     10.504331    
    149000   0.12972576     0.15867457     0              0.35316819     10.354445    
    149250   0.12386419     0.14734463     0              0.3330502      9.9051751    
    149500   0.1183953      0.13573654     0              0.31324278     9.4590278    
    149750   0.1086056      0.13053501     0              0.29336387     9.2924494    
    150000   0.10264643     0.11966636     0              0.27356083     8.7752122    
Loop time of 12.0315 on 4 procs for 100000 steps with 2048 atoms

Performance: 3590561.425 tau/day, 8311.485 timesteps/s, 17.022 Matom-step/s
99.2% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 3.9579     | 4.0614     | 4.2047     |   4.5 | 33.76
Neigh   | 2.3931     | 2.5479     | 2.739      |   8.5 | 21.18
Comm    | 3.6015     | 3.6773     | 3.7665     |   3.9 | 30.56
Output  | 0.26742    | 0.26783    | 0.26882    |   0.1 |  2.23
Modify  | 0.79876    | 1.017      | 1.2133     |  14.6 |  8.45
Other   |            | 0.4601     |            |       |  3.82

Nlocal:            512 ave         532 max         492 min
Histogram: 1 0 0 0 1 1 0 0 0 1
Nghost:            637 ave         657 max         617 min
Histogram: 1 0 0 0 1 1 0 0 0 1
Neighs:           3072 ave        3221 max        2928 min
Histogram: 1 0 0 1 0 1 0 0 0 1

Total # of neighbors = 12288
Ave neighs/atom = 6
Neighbor list builds = 13779
Dangerous builds = 0
Total wall time: 0:00:19
